# snapshot: grenderRouter, сэмплер замера RQ-03, 2026-08-05T22:37:31Z
# command: scripts/probe-rq03.sh --collect

# t	phase	sta_if	assoc_ssid	ap_up	ap_clients	ap_macs	ap_conn_time	net_up	net_ipv4	net_gw	net_uptime
257.82	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	69	true	10.84.92.1	10.84.92.31	177
257.88	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	69	true	10.84.92.1	10.84.92.31	177
257.93	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	69	true	10.84.92.1	10.84.92.31	177
257.98	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.03	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.08	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.14	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.19	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.26	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.33	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.39	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.44	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.49	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.54	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.59	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.65	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.70	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.75	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.80	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.85	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.91	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
258.96	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	70	true	10.84.92.1	10.84.92.31	178
259.01	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.06	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.11	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.16	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.21	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.27	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.33	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.38	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.43	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.48	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.53	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.58	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.63	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.68	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.73	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.78	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.83	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.89	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.94	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	71	true	10.84.92.1	10.84.92.31	179
259.99	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.04	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.09	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.14	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.19	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.24	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.30	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.36	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.41	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.46	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.51	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.56	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.61	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.66	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.71	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.76	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.82	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.87	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.92	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	180
260.97	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	72	true	10.84.92.1	10.84.92.31	181
261.02	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.07	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.12	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.17	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.22	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.28	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.33	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.39	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.44	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.49	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.54	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.59	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.64	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.69	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.75	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.80	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.85	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.90	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
261.95	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	73	true	10.84.92.1	10.84.92.31	181
262.00	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.06	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.11	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.16	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.21	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.26	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.31	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.36	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.43	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.48	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.53	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.58	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.63	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.68	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.73	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.79	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.84	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.89	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.94	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	74	true	10.84.92.1	10.84.92.31	182
262.99	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.05	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.10	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.15	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.20	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.25	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.33	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.39	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.45	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.50	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.55	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.60	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.65	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.70	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.76	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.81	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.86	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.91	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	183
263.96	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	75	true	10.84.92.1	10.84.92.31	184
264.01	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.06	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.11	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.17	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.22	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.27	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.32	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.37	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.42	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.47	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.53	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.58	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.63	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.68	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.74	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.79	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.84	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.89	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
264.94	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	76	true	10.84.92.1	10.84.92.31	184
265.00	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.05	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.10	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.15	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.20	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.25	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.30	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.36	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.41	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.46	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.51	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.57	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.62	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.67	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.72	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.77	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.82	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.87	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.92	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	185
265.98	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	77	true	10.84.92.1	10.84.92.31	186
266.03	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	78	true	10.84.92.1	10.84.92.31	186
266.08	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	78	true	10.84.92.1	10.84.92.31	186
266.13	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	78	true	10.84.92.1	10.84.92.31	186
266.18	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	78	true	10.84.92.1	10.84.92.31	186
266.23	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	78	true	10.84.92.1	10.84.92.31	186
266.28	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	78	true	10.84.92.1	10.84.92.31	186
266.33	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	78	true	10.84.92.1	10.84.92.31	186
266.38	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	78	true	10.84.92.1	10.84.92.31	186
266.43	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	78	true	10.84.92.1	10.84.92.31	186
266.49	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	78	true	10.84.92.1	10.84.92.31	186
