# snapshot: grenderRouter, сэмплер замера RQ-03, 2026-08-05T22:37:31Z
# command: scripts/probe-rq03.sh --collect

# t	phase	sta_if	assoc_ssid	ap_up	ap_clients	ap_macs	ap_conn_time	net_up	net_ipv4	net_gw	net_uptime
225.88	idle	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	37	true	10.84.92.1	10.84.92.31	145
225.94	idle	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	37	true	10.84.92.1	10.84.92.31	145
226.00	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	148
228.42	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	148
228.50	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	148
228.55	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	148
228.60	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	148
228.66	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	148
228.71	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	148
228.76	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	148
228.81	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	148
228.86	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	148
228.91	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	148
228.96	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	40	true	10.84.92.1	10.84.92.31	149
229.01	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.07	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.12	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.17	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.22	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.27	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.32	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.37	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.42	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.47	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.52	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.57	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.62	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.67	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.73	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.78	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.83	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.88	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.93	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	41	true	10.84.92.1	10.84.92.31	149
229.99	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.04	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.09	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.14	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.19	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.24	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.29	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.34	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.39	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.45	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.50	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.55	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.60	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.65	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.70	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.75	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.80	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.86	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.91	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	150
230.96	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	42	true	10.84.92.1	10.84.92.31	151
231.01	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	43	true	10.84.92.1	10.84.92.31	151
231.06	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	43	true	10.84.92.1	10.84.92.31	151
231.11	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	43	true	10.84.92.1	10.84.92.31	151
231.16	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	43	true	10.84.92.1	10.84.92.31	151
231.21	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	43	true	10.84.92.1	10.84.92.31	151
231.26	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	43	true	10.84.92.1	10.84.92.31	151
231.31	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	43	true	10.84.92.1	10.84.92.31	151
231.36	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	43	true	10.84.92.1	10.84.92.31	151
231.42	scan:1	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	43	true	10.84.92.1	10.84.92.31	151
231.49	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	45	true	10.84.92.1	10.84.92.31	153
233.87	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	45	true	10.84.92.1	10.84.92.31	153
233.92	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	45	true	10.84.92.1	10.84.92.31	153
233.99	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.04	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.09	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.15	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.20	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.25	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.30	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.35	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.40	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.45	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.50	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.55	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.60	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.65	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.70	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.76	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.81	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.86	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.91	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	154
234.96	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	46	true	10.84.92.1	10.84.92.31	155
235.01	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.06	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.11	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.16	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.22	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.27	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.32	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.37	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.42	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.47	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.52	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.57	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.62	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.67	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.72	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.77	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.82	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.88	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.93	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	155
235.98	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	47	true	10.84.92.1	10.84.92.31	156
236.03	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.08	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.13	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.18	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.23	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.28	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.34	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.39	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.44	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.49	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.54	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.59	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.64	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.69	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.74	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.79	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.84	scan:2	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	48	true	10.84.92.1	10.84.92.31	156
236.90	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.36	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.41	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.46	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.51	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.56	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.61	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.66	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.71	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.77	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.82	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.87	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.92	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	159
239.97	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	51	true	10.84.92.1	10.84.92.31	160
240.02	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.07	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.12	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.17	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.22	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.27	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.32	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.37	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.42	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.47	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.53	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.58	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.63	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.68	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.73	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.78	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.83	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.88	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.93	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	52	true	10.84.92.1	10.84.92.31	160
240.99	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.04	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.09	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.14	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.19	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.24	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.29	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.34	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.40	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.45	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.50	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.55	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.60	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.66	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.71	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.76	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.81	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.86	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.91	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	161
241.96	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	53	true	10.84.92.1	10.84.92.31	162
242.01	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.06	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.11	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.17	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.22	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.27	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.32	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.37	scan:3	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.43	begin:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.51	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.57	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.63	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.68	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.73	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.78	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
242.83	apply:ubus_reconf_dev:no	phy0.0-sta0	grenderNet idhd NONONO	true	1	6C:40:08:98:AA:18	54	true	10.84.92.1	10.84.92.31	162
